Source,Target,Type,Id,Label,timeset,Weight
https://t.me/GreekMilitaryPortal,https://t.me/kalashnikovmagazine,Undirected,96,,,1
https://t.me/GreekMilitaryPortal,https://t.me/iron_wind,Undirected,95,,,1
https://t.me/GreekMilitaryPortal,https://t.me/indiaanalytics,Undirected,94,,,1
https://t.me/GreekMilitaryPortal,https://t.me/fuckyouthatswhy,Undirected,93,,,1
https://t.me/GreekMilitaryPortal,https://t.me/evgenyprimakov,Undirected,92,,,1
https://t.me/GreekMilitaryPortal,https://t.me/energy4africa,Undirected,91,,,1
https://t.me/GreekMilitaryPortal,https://t.me/dimsmirnov175,Undirected,90,,,1
https://t.me/GreekMilitaryPortal,https://t.me/daokedao,Undirected,89,,,1
https://t.me/GreekMilitaryPortal,https://t.me/chinabewithyou,Undirected,88,,,1
https://t.me/GreekMilitaryPortal,https://t.me/brussinf,Undirected,87,,,1
https://t.me/GreekMilitaryPortal,https://t.me/britishpolitics,Undirected,86,,,1
https://t.me/GreekMilitaryPortal,https://t.me/bmpd_cast,Undirected,85,,,1
https://t.me/GreekMilitaryPortal,https://t.me/bbbreaking,Undirected,84,,,1
https://t.me/GreekMilitaryPortal,https://t.me/afric_ylbIbka,Undirected,83,,,1
https://t.me/GreekMilitaryPortal,https://t.me/Nevrotique,Undirected,82,,,1
https://t.me/GreekMilitaryPortal,https://t.me/NY_USA_World,Undirected,81,,,1
https://t.me/GreekMilitaryPortal,https://t.me/Korea_Light,Undirected,80,,,1
https://t.me/GreekMilitaryPortal,https://t.me/HouseOfCardsEurope,Undirected,79,,,1
https://t.me/HouseOfCardsEurope,https://t.me/zangaro,Undirected,162,,,1
https://t.me/HouseOfCardsEurope,https://t.me/vatfor,Undirected,161,,,1
https://t.me/HouseOfCardsEurope,https://t.me/vanguard1802,Undirected,160,,,1
https://t.me/HouseOfCardsEurope,https://t.me/valdaiclub,Undirected,159,,,1
https://t.me/HouseOfCardsEurope,https://t.me/tolk_tolk,Undirected,158,,,1
https://t.me/HouseOfCardsEurope,https://t.me/subforcherald,Undirected,157,,,1
https://t.me/HouseOfCardsEurope,https://t.me/speciallassi,Undirected,156,,,1
https://t.me/HouseOfCardsEurope,https://t.me/sinatech,Undirected,155,,,1
https://t.me/HouseOfCardsEurope,https://t.me/sanctionsrisk,Undirected,154,,,1
https://t.me/HouseOfCardsEurope,https://t.me/ru_global,Undirected,153,,,1
https://t.me/HouseOfCardsEurope,https://t.me/repostik,Undirected,152,,,1
https://t.me/HouseOfCardsEurope,https://t.me/prbezposhady,Undirected,151,,,1
https://t.me/HouseOfCardsEurope,https://t.me/postamerica,Undirected,150,,,1
https://t.me/HouseOfCardsEurope,https://t.me/poisk_mil,Undirected,149,,,1
https://t.me/HouseOfCardsEurope,https://t.me/planeradar,Undirected,148,,,1
https://t.me/HouseOfCardsEurope,https://t.me/pithhelmet,Undirected,147,,,1
https://t.me/HouseOfCardsEurope,https://t.me/odnako_s,Undirected,146,,,1
https://t.me/HouseOfCardsEurope,https://t.me/notsooperline,Undirected,145,,,1
https://t.me/HouseOfCardsEurope,https://t.me/northkoreadaily,Undirected,144,,,1
https://t.me/HouseOfCardsEurope,https://t.me/norin_ea,Undirected,143,,,1
https://t.me/HouseOfCardsEurope,https://t.me/navostok,Undirected,142,,,1
https://t.me/HouseOfCardsEurope,https://t.me/lumandao,Undirected,141,,,1
https://t.me/HouseOfCardsEurope,https://t.me/lovuska,Undirected,140,,,1
https://t.me/HouseOfCardsEurope,https://t.me/karaulny,Undirected,139,,,1
https://t.me/HouseOfCardsEurope,https://t.me/kalashnikovmagazine,Undirected,138,,,1
https://t.me/HouseOfCardsEurope,https://t.me/iron_wind,Undirected,137,,,1
https://t.me/HouseOfCardsEurope,https://t.me/indiaanalytics,Undirected,136,,,1
https://t.me/HouseOfCardsEurope,https://t.me/fuckyouthatswhy,Undirected,135,,,1
https://t.me/HouseOfCardsEurope,https://t.me/evgenyprimakov,Undirected,134,,,1
https://t.me/HouseOfCardsEurope,https://t.me/energy4africa,Undirected,133,,,1
https://t.me/HouseOfCardsEurope,https://t.me/dimsmirnov175,Undirected,132,,,1
https://t.me/HouseOfCardsEurope,https://t.me/daokedao,Undirected,131,,,1
https://t.me/HouseOfCardsEurope,https://t.me/chinabewithyou,Undirected,130,,,1
https://t.me/HouseOfCardsEurope,https://t.me/brussinf,Undirected,129,,,1
https://t.me/HouseOfCardsEurope,https://t.me/britishpolitics,Undirected,128,,,1
https://t.me/HouseOfCardsEurope,https://t.me/bmpd_cast,Undirected,127,,,1
https://t.me/HouseOfCardsEurope,https://t.me/bbbreaking,Undirected,126,,,1
https://t.me/HouseOfCardsEurope,https://t.me/afric_ylbIbka,Undirected,125,,,1
https://t.me/HouseOfCardsEurope,https://t.me/Nevrotique,Undirected,124,,,1
https://t.me/HouseOfCardsEurope,https://t.me/NY_USA_World,Undirected,123,,,1
https://t.me/HouseOfCardsEurope,https://t.me/Korea_Light,Undirected,122,,,1
https://t.me/Korea_Light,https://t.me/zangaro,Undirected,203,,,1
https://t.me/Korea_Light,https://t.me/vatfor,Undirected,202,,,1
https://t.me/Korea_Light,https://t.me/vanguard1802,Undirected,201,,,1
https://t.me/Korea_Light,https://t.me/valdaiclub,Undirected,200,,,1
https://t.me/Korea_Light,https://t.me/tolk_tolk,Undirected,199,,,1
https://t.me/Korea_Light,https://t.me/subforcherald,Undirected,198,,,1
https://t.me/Korea_Light,https://t.me/speciallassi,Undirected,197,,,1
https://t.me/Korea_Light,https://t.me/sinatech,Undirected,196,,,1
https://t.me/Korea_Light,https://t.me/sanctionsrisk,Undirected,195,,,1
https://t.me/Korea_Light,https://t.me/ru_global,Undirected,194,,,1
https://t.me/Korea_Light,https://t.me/repostik,Undirected,193,,,1
https://t.me/Korea_Light,https://t.me/prbezposhady,Undirected,192,,,1
https://t.me/Korea_Light,https://t.me/postamerica,Undirected,191,,,1
https://t.me/Korea_Light,https://t.me/poisk_mil,Undirected,190,,,1
https://t.me/Korea_Light,https://t.me/planeradar,Undirected,189,,,1
https://t.me/Korea_Light,https://t.me/pithhelmet,Undirected,188,,,1
https://t.me/Korea_Light,https://t.me/odnako_s,Undirected,187,,,1
https://t.me/Korea_Light,https://t.me/notsooperline,Undirected,186,,,1
https://t.me/Korea_Light,https://t.me/northkoreadaily,Undirected,185,,,1
https://t.me/Korea_Light,https://t.me/norin_ea,Undirected,184,,,1
https://t.me/Korea_Light,https://t.me/navostok,Undirected,183,,,1
https://t.me/Korea_Light,https://t.me/lumandao,Undirected,182,,,1
https://t.me/Korea_Light,https://t.me/lovuska,Undirected,181,,,1
https://t.me/Korea_Light,https://t.me/karaulny,Undirected,180,,,1
https://t.me/Korea_Light,https://t.me/kalashnikovmagazine,Undirected,179,,,1
https://t.me/Korea_Light,https://t.me/iron_wind,Undirected,178,,,1
https://t.me/Korea_Light,https://t.me/indiaanalytics,Undirected,177,,,1
https://t.me/Korea_Light,https://t.me/fuckyouthatswhy,Undirected,176,,,1
https://t.me/Korea_Light,https://t.me/evgenyprimakov,Undirected,175,,,1
https://t.me/Korea_Light,https://t.me/energy4africa,Undirected,174,,,1
https://t.me/Korea_Light,https://t.me/dimsmirnov175,Undirected,173,,,1
https://t.me/Korea_Light,https://t.me/daokedao,Undirected,172,,,1
https://t.me/Korea_Light,https://t.me/chinabewithyou,Undirected,171,,,1
https://t.me/Korea_Light,https://t.me/brussinf,Undirected,170,,,1
https://t.me/Korea_Light,https://t.me/britishpolitics,Undirected,169,,,1
https://t.me/Korea_Light,https://t.me/bmpd_cast,Undirected,168,,,1
https://t.me/Korea_Light,https://t.me/bbbreaking,Undirected,167,,,1
https://t.me/Korea_Light,https://t.me/afric_ylbIbka,Undirected,166,,,1
https://t.me/Korea_Light,https://t.me/Nevrotique,Undirected,165,,,1
https://t.me/Korea_Light,https://t.me/NY_USA_World,Undirected,164,,,1
https://t.me/NY_USA_World,https://t.me/zangaro,Undirected,243,,,1
https://t.me/NY_USA_World,https://t.me/vatfor,Undirected,242,,,1
https://t.me/NY_USA_World,https://t.me/vanguard1802,Undirected,241,,,1
https://t.me/NY_USA_World,https://t.me/valdaiclub,Undirected,240,,,1
https://t.me/NY_USA_World,https://t.me/tolk_tolk,Undirected,239,,,1
https://t.me/NY_USA_World,https://t.me/subforcherald,Undirected,238,,,1
https://t.me/NY_USA_World,https://t.me/speciallassi,Undirected,237,,,1
https://t.me/NY_USA_World,https://t.me/sinatech,Undirected,236,,,1
https://t.me/NY_USA_World,https://t.me/sanctionsrisk,Undirected,235,,,1
https://t.me/NY_USA_World,https://t.me/ru_global,Undirected,234,,,1
https://t.me/NY_USA_World,https://t.me/repostik,Undirected,233,,,1
https://t.me/NY_USA_World,https://t.me/prbezposhady,Undirected,232,,,1
https://t.me/NY_USA_World,https://t.me/postamerica,Undirected,231,,,1
https://t.me/NY_USA_World,https://t.me/poisk_mil,Undirected,230,,,1
https://t.me/NY_USA_World,https://t.me/planeradar,Undirected,229,,,1
https://t.me/NY_USA_World,https://t.me/pithhelmet,Undirected,228,,,1
https://t.me/NY_USA_World,https://t.me/odnako_s,Undirected,227,,,1
https://t.me/NY_USA_World,https://t.me/notsooperline,Undirected,226,,,1
https://t.me/NY_USA_World,https://t.me/northkoreadaily,Undirected,225,,,1
https://t.me/NY_USA_World,https://t.me/norin_ea,Undirected,224,,,1
https://t.me/NY_USA_World,https://t.me/navostok,Undirected,223,,,1
https://t.me/NY_USA_World,https://t.me/lumandao,Undirected,222,,,1
https://t.me/NY_USA_World,https://t.me/lovuska,Undirected,221,,,1
https://t.me/NY_USA_World,https://t.me/karaulny,Undirected,220,,,1
https://t.me/NY_USA_World,https://t.me/kalashnikovmagazine,Undirected,219,,,1
https://t.me/NY_USA_World,https://t.me/iron_wind,Undirected,218,,,1
https://t.me/NY_USA_World,https://t.me/indiaanalytics,Undirected,217,,,1
https://t.me/NY_USA_World,https://t.me/fuckyouthatswhy,Undirected,216,,,1
https://t.me/NY_USA_World,https://t.me/evgenyprimakov,Undirected,215,,,1
https://t.me/NY_USA_World,https://t.me/energy4africa,Undirected,214,,,1
https://t.me/NY_USA_World,https://t.me/dimsmirnov175,Undirected,213,,,1
https://t.me/NY_USA_World,https://t.me/daokedao,Undirected,212,,,1
https://t.me/NY_USA_World,https://t.me/chinabewithyou,Undirected,211,,,1
https://t.me/NY_USA_World,https://t.me/brussinf,Undirected,210,,,1
https://t.me/NY_USA_World,https://t.me/britishpolitics,Undirected,209,,,1
https://t.me/NY_USA_World,https://t.me/bmpd_cast,Undirected,208,,,1
https://t.me/NY_USA_World,https://t.me/bbbreaking,Undirected,207,,,1
https://t.me/NY_USA_World,https://t.me/afric_ylbIbka,Undirected,206,,,1
https://t.me/NY_USA_World,https://t.me/Nevrotique,Undirected,205,,,1
https://t.me/Nevrotique,https://t.me/zangaro,Undirected,282,,,1
https://t.me/Nevrotique,https://t.me/vatfor,Undirected,281,,,1
https://t.me/Nevrotique,https://t.me/vanguard1802,Undirected,280,,,1
https://t.me/Nevrotique,https://t.me/valdaiclub,Undirected,279,,,1
https://t.me/Nevrotique,https://t.me/tolk_tolk,Undirected,278,,,1
https://t.me/Nevrotique,https://t.me/subforcherald,Undirected,277,,,1
https://t.me/Nevrotique,https://t.me/speciallassi,Undirected,276,,,1
https://t.me/Nevrotique,https://t.me/sinatech,Undirected,275,,,1
https://t.me/Nevrotique,https://t.me/sanctionsrisk,Undirected,274,,,1
https://t.me/Nevrotique,https://t.me/ru_global,Undirected,273,,,1
https://t.me/Nevrotique,https://t.me/repostik,Undirected,272,,,1
https://t.me/Nevrotique,https://t.me/prbezposhady,Undirected,271,,,1
https://t.me/Nevrotique,https://t.me/postamerica,Undirected,270,,,1
https://t.me/Nevrotique,https://t.me/poisk_mil,Undirected,269,,,1
https://t.me/Nevrotique,https://t.me/planeradar,Undirected,268,,,1
https://t.me/Nevrotique,https://t.me/pithhelmet,Undirected,267,,,1
https://t.me/Nevrotique,https://t.me/odnako_s,Undirected,266,,,1
https://t.me/Nevrotique,https://t.me/notsooperline,Undirected,265,,,1
https://t.me/Nevrotique,https://t.me/northkoreadaily,Undirected,264,,,1
https://t.me/Nevrotique,https://t.me/norin_ea,Undirected,263,,,1
https://t.me/Nevrotique,https://t.me/navostok,Undirected,262,,,1
https://t.me/Nevrotique,https://t.me/lumandao,Undirected,261,,,1
https://t.me/Nevrotique,https://t.me/lovuska,Undirected,260,,,1
https://t.me/Nevrotique,https://t.me/karaulny,Undirected,259,,,1
https://t.me/Nevrotique,https://t.me/kalashnikovmagazine,Undirected,258,,,1
https://t.me/Nevrotique,https://t.me/iron_wind,Undirected,257,,,1
https://t.me/Nevrotique,https://t.me/indiaanalytics,Undirected,256,,,1
https://t.me/Nevrotique,https://t.me/fuckyouthatswhy,Undirected,255,,,1
https://t.me/Nevrotique,https://t.me/evgenyprimakov,Undirected,254,,,1
https://t.me/Nevrotique,https://t.me/energy4africa,Undirected,253,,,1
https://t.me/Nevrotique,https://t.me/dimsmirnov175,Undirected,252,,,1
https://t.me/Nevrotique,https://t.me/daokedao,Undirected,251,,,1
https://t.me/Nevrotique,https://t.me/chinabewithyou,Undirected,250,,,1
https://t.me/Nevrotique,https://t.me/brussinf,Undirected,249,,,1
https://t.me/Nevrotique,https://t.me/britishpolitics,Undirected,248,,,1
https://t.me/Nevrotique,https://t.me/bmpd_cast,Undirected,247,,,1
https://t.me/Nevrotique,https://t.me/bbbreaking,Undirected,246,,,1
https://t.me/Nevrotique,https://t.me/afric_ylbIbka,Undirected,245,,,1
https://t.me/afric_ylbIbka,https://t.me/zangaro,Undirected,320,,,1
https://t.me/afric_ylbIbka,https://t.me/vatfor,Undirected,319,,,1
https://t.me/afric_ylbIbka,https://t.me/vanguard1802,Undirected,318,,,1
https://t.me/afric_ylbIbka,https://t.me/valdaiclub,Undirected,317,,,1
https://t.me/afric_ylbIbka,https://t.me/tolk_tolk,Undirected,316,,,1
https://t.me/afric_ylbIbka,https://t.me/subforcherald,Undirected,315,,,1
https://t.me/afric_ylbIbka,https://t.me/speciallassi,Undirected,314,,,1
https://t.me/afric_ylbIbka,https://t.me/sinatech,Undirected,313,,,1
https://t.me/afric_ylbIbka,https://t.me/sanctionsrisk,Undirected,312,,,1
https://t.me/afric_ylbIbka,https://t.me/ru_global,Undirected,311,,,1
https://t.me/afric_ylbIbka,https://t.me/repostik,Undirected,310,,,1
https://t.me/afric_ylbIbka,https://t.me/prbezposhady,Undirected,309,,,1
https://t.me/afric_ylbIbka,https://t.me/postamerica,Undirected,308,,,1
https://t.me/afric_ylbIbka,https://t.me/poisk_mil,Undirected,307,,,1
https://t.me/afric_ylbIbka,https://t.me/planeradar,Undirected,306,,,1
https://t.me/afric_ylbIbka,https://t.me/pithhelmet,Undirected,305,,,1
https://t.me/afric_ylbIbka,https://t.me/odnako_s,Undirected,304,,,1
https://t.me/afric_ylbIbka,https://t.me/notsooperline,Undirected,303,,,1
https://t.me/afric_ylbIbka,https://t.me/northkoreadaily,Undirected,302,,,1
https://t.me/afric_ylbIbka,https://t.me/norin_ea,Undirected,301,,,1
https://t.me/afric_ylbIbka,https://t.me/navostok,Undirected,300,,,1
https://t.me/afric_ylbIbka,https://t.me/lumandao,Undirected,299,,,1
https://t.me/afric_ylbIbka,https://t.me/lovuska,Undirected,298,,,1
https://t.me/afric_ylbIbka,https://t.me/karaulny,Undirected,297,,,1
https://t.me/afric_ylbIbka,https://t.me/kalashnikovmagazine,Undirected,296,,,1
https://t.me/afric_ylbIbka,https://t.me/iron_wind,Undirected,295,,,1
https://t.me/afric_ylbIbka,https://t.me/indiaanalytics,Undirected,294,,,1
https://t.me/afric_ylbIbka,https://t.me/fuckyouthatswhy,Undirected,293,,,1
https://t.me/afric_ylbIbka,https://t.me/evgenyprimakov,Undirected,292,,,1
https://t.me/afric_ylbIbka,https://t.me/energy4africa,Undirected,291,,,1
https://t.me/afric_ylbIbka,https://t.me/dimsmirnov175,Undirected,290,,,1
https://t.me/afric_ylbIbka,https://t.me/daokedao,Undirected,289,,,1
https://t.me/afric_ylbIbka,https://t.me/chinabewithyou,Undirected,288,,,1
https://t.me/afric_ylbIbka,https://t.me/brussinf,Undirected,287,,,1
https://t.me/afric_ylbIbka,https://t.me/britishpolitics,Undirected,286,,,1
https://t.me/afric_ylbIbka,https://t.me/bmpd_cast,Undirected,285,,,1
https://t.me/afric_ylbIbka,https://t.me/bbbreaking,Undirected,284,,,1
https://t.me/bbbreaking,https://t.me/zangaro,Undirected,357,,,1
https://t.me/bbbreaking,https://t.me/vatfor,Undirected,356,,,1
https://t.me/bbbreaking,https://t.me/vanguard1802,Undirected,355,,,1
https://t.me/bbbreaking,https://t.me/valdaiclub,Undirected,354,,,1
https://t.me/bbbreaking,https://t.me/tolk_tolk,Undirected,353,,,1
https://t.me/bbbreaking,https://t.me/subforcherald,Undirected,352,,,1
https://t.me/bbbreaking,https://t.me/speciallassi,Undirected,351,,,1
https://t.me/bbbreaking,https://t.me/sinatech,Undirected,350,,,1
https://t.me/bbbreaking,https://t.me/sanctionsrisk,Undirected,349,,,1
https://t.me/bbbreaking,https://t.me/ru_global,Undirected,348,,,1
https://t.me/bbbreaking,https://t.me/repostik,Undirected,347,,,1
https://t.me/bbbreaking,https://t.me/prbezposhady,Undirected,346,,,1
https://t.me/bbbreaking,https://t.me/postamerica,Undirected,345,,,1
https://t.me/bbbreaking,https://t.me/poisk_mil,Undirected,344,,,1
https://t.me/bbbreaking,https://t.me/planeradar,Undirected,343,,,1
https://t.me/bbbreaking,https://t.me/pithhelmet,Undirected,342,,,1
https://t.me/bbbreaking,https://t.me/odnako_s,Undirected,341,,,1
https://t.me/bbbreaking,https://t.me/notsooperline,Undirected,340,,,1
https://t.me/bbbreaking,https://t.me/northkoreadaily,Undirected,339,,,1
https://t.me/bbbreaking,https://t.me/norin_ea,Undirected,338,,,1
https://t.me/bbbreaking,https://t.me/navostok,Undirected,337,,,1
https://t.me/bbbreaking,https://t.me/lumandao,Undirected,336,,,1
https://t.me/bbbreaking,https://t.me/lovuska,Undirected,335,,,1
https://t.me/bbbreaking,https://t.me/karaulny,Undirected,334,,,1
https://t.me/bbbreaking,https://t.me/kalashnikovmagazine,Undirected,333,,,1
https://t.me/bbbreaking,https://t.me/iron_wind,Undirected,332,,,1
https://t.me/bbbreaking,https://t.me/indiaanalytics,Undirected,331,,,1
https://t.me/bbbreaking,https://t.me/fuckyouthatswhy,Undirected,330,,,1
https://t.me/bbbreaking,https://t.me/evgenyprimakov,Undirected,329,,,1
https://t.me/bbbreaking,https://t.me/energy4africa,Undirected,328,,,1
https://t.me/bbbreaking,https://t.me/dimsmirnov175,Undirected,327,,,1
https://t.me/bbbreaking,https://t.me/daokedao,Undirected,326,,,1
https://t.me/bbbreaking,https://t.me/chinabewithyou,Undirected,325,,,1
https://t.me/bbbreaking,https://t.me/brussinf,Undirected,324,,,1
https://t.me/bbbreaking,https://t.me/britishpolitics,Undirected,323,,,1
https://t.me/bbbreaking,https://t.me/bmpd_cast,Undirected,322,,,1
https://t.me/bmpd_cast,https://t.me/zvozduh,Undirected,466,,,1
https://t.me/bmpd_cast,https://t.me/zvezdanews,Undirected,465,,,1
https://t.me/bmpd_cast,https://t.me/yadernykontrol,Undirected,464,,,1
https://t.me/bmpd_cast,https://t.me/wingsofwar,Undirected,463,,,1
https://t.me/bmpd_cast,https://t.me/warjournal,Undirected,462,,,1
https://t.me/bmpd_cast,https://t.me/warbolts,Undirected,461,,,1
https://t.me/bmpd_cast,https://t.me/voenvz,Undirected,460,,,1
https://t.me/bmpd_cast,https://t.me/vestnikpvo,Undirected,459,,,1
https://t.me/bmpd_cast,https://t.me/vertolatte,Undirected,458,,,1
https://t.me/bmpd_cast,https://t.me/true_secator,Undirected,457,,,1
https://t.me/bmpd_cast,https://t.me/svarschiki,Undirected,456,,,1
https://t.me/bmpd_cast,https://t.me/survivalavia,Undirected,455,,,1
https://t.me/bmpd_cast,https://t.me/space78125,Undirected,454,,,1
https://t.me/bmpd_cast,https://t.me/south0wind,Undirected,453,,,1
https://t.me/bmpd_cast,https://t.me/sibirskiyokean,Undirected,452,,,1
https://t.me/bmpd_cast,https://t.me/seamensway_ru,Undirected,451,,,1
https://t.me/bmpd_cast,https://t.me/sashakots,Undirected,450,,,1
https://t.me/bmpd_cast,https://t.me/rybar,Undirected,449,,,1
https://t.me/bmpd_cast,https://t.me/pvo_vks,Undirected,448,,,1
https://t.me/bmpd_cast,https://t.me/propeller_news,Undirected,447,,,1
https://t.me/bmpd_cast,https://t.me/proflot,Undirected,446,,,1
https://t.me/bmpd_cast,https://t.me/proUAV,Undirected,445,,,1
https://t.me/bmpd_cast,https://t.me/piratebarge,Undirected,444,,,1
https://t.me/bmpd_cast,https://t.me/operline_ru,Undirected,443,,,1
https://t.me/bmpd_cast,https://t.me/oboronka_channel,Undirected,442,,,1
https://t.me/bmpd_cast,https://t.me/nuclear_stormbringer,Undirected,441,,,1
https://t.me/bmpd_cast,https://t.me/new_militarycolumnist,Undirected,440,,,1
https://t.me/bmpd_cast,https://t.me/navyphotos,Undirected,439,,,1
https://t.me/bmpd_cast,https://t.me/moria40k,Undirected,438,,,1
https://t.me/bmpd_cast,https://t.me/militaryrussiaru,Undirected,437,,,1
https://t.me/bmpd_cast,https://t.me/militarymaps,Undirected,436,,,1
https://t.me/bmpd_cast,https://t.me/military_az,Undirected,435,,,1
https://t.me/bmpd_cast,https://t.me/military_arm,Undirected,434,,,1
https://t.me/bmpd_cast,https://t.me/milinfolive,Undirected,433,,,1
https://t.me/bmpd_cast,https://t.me/migdalsergei,Undirected,432,,,1
https://t.me/bmpd_cast,https://t.me/kramnikcat,Undirected,431,,,1
https://t.me/bmpd_cast,https://t.me/kiverilafet,Undirected,430,,,1
https://t.me/bmpd_cast,https://t.me/karabah_news,Undirected,429,,,1
https://t.me/bmpd_cast,https://t.me/infantmilitario,Undirected,428,,,1
https://t.me/bmpd_cast,https://t.me/helincidents,Undirected,427,,,1
https://t.me/bmpd_cast,https://t.me/gruz0potok,Undirected,426,,,1
https://t.me/bmpd_cast,https://t.me/fotozak,Undirected,425,,,1
https://t.me/bmpd_cast,https://t.me/forenavy,Undirected,424,,,1
https://t.me/bmpd_cast,https://t.me/first_morskoy,Undirected,423,,,1
https://t.me/bmpd_cast,https://t.me/fighter_bomber,Undirected,422,,,1
