Id,Label,timeset,modularity_class
https://t.me/Nevrotique,https://t.me/Nevrotique,,0
https://t.me/afric_ylbIbka,https://t.me/afric_ylbIbka,,0
https://t.me/bbbreaking,https://t.me/bbbreaking,,0
https://t.me/britishpolitics,https://t.me/britishpolitics,,0
https://t.me/brussinf,https://t.me/brussinf,,0
https://t.me/chinabewithyou,https://t.me/chinabewithyou,,0
https://t.me/daokedao,https://t.me/daokedao,,0
https://t.me/dimsmirnov175,https://t.me/dimsmirnov175,,0
https://t.me/energy4africa,https://t.me/energy4africa,,0
https://t.me/evgenyprimakov,https://t.me/evgenyprimakov,,0
https://t.me/fuckyouthatswhy,https://t.me/fuckyouthatswhy,,0
https://t.me/indiaanalytics,https://t.me/indiaanalytics,,0
https://t.me/iron_wind,https://t.me/iron_wind,,0
https://t.me/kalashnikovmagazine,https://t.me/kalashnikovmagazine,,0
https://t.me/karaulny,https://t.me/karaulny,,0
https://t.me/lovuska,https://t.me/lovuska,,0
https://t.me/lumandao,https://t.me/lumandao,,0
https://t.me/navostok,https://t.me/navostok,,0
https://t.me/norin_ea,https://t.me/norin_ea,,0
https://t.me/northkoreadaily,https://t.me/northkoreadaily,,0
https://t.me/odnako_s,https://t.me/odnako_s,,0
https://t.me/pithhelmet,https://t.me/pithhelmet,,0
https://t.me/planeradar,https://t.me/planeradar,,0
https://t.me/poisk_mil,https://t.me/poisk_mil,,0
https://t.me/postamerica,https://t.me/postamerica,,0
https://t.me/prbezposhady,https://t.me/prbezposhady,,0
https://t.me/repostik,https://t.me/repostik,,0
https://t.me/ru_global,https://t.me/ru_global,,0
https://t.me/sanctionsrisk,https://t.me/sanctionsrisk,,0
https://t.me/sinatech,https://t.me/sinatech,,0
https://t.me/speciallassi,https://t.me/speciallassi,,0
https://t.me/subforcherald,https://t.me/subforcherald,,0
https://t.me/tolk_tolk,https://t.me/tolk_tolk,,0
https://t.me/valdaiclub,https://t.me/valdaiclub,,0
https://t.me/vanguard1802,https://t.me/vanguard1802,,0
https://t.me/vatfor,https://t.me/vatfor,,0
https://t.me/zangaro,https://t.me/zangaro,,0
https://t.me/EbuldinSkySpez,https://t.me/EbuldinSkySpez,,73
https://t.me/GP_R65,https://t.me/GP_R65,,73
https://t.me/Gubery,https://t.me/Gubery,,73
https://t.me/GusyAndrew,https://t.me/GusyAndrew,,73
https://t.me/PoKachanuKld,https://t.me/PoKachanuKld,,73
https://t.me/Sandymustache,https://t.me/Sandymustache,,73
https://t.me/Skuratoff_2_0,https://t.me/Skuratoff_2_0,,73
https://t.me/backroom_whisperer,https://t.me/backroom_whisperer,,73
https://t.me/bigtransfer2024,https://t.me/bigtransfer2024,,73
https://t.me/borisenkoD,https://t.me/borisenkoD,,73
https://t.me/ctrs2018,https://t.me/ctrs2018,,73
https://t.me/deputatEkaterina,https://t.me/deputatEkaterina,,73
https://t.me/fcpeshka,https://t.me/fcpeshka,,73
https://t.me/kavkaz_leakbez,https://t.me/kavkaz_leakbez,,73
https://t.me/kremlebezBashennik,https://t.me/kremlebezBashennik,,73
https://t.me/lazaryewa,https://t.me/lazaryewa,,73
https://t.me/mariashukshina,https://t.me/mariashukshina,,73
https://t.me/mediakiller,https://t.me/mediakiller,,73
https://t.me/munscanner,https://t.me/munscanner,,73
https://t.me/northm,https://t.me/northm,,73
https://t.me/obrazbuduschego2,https://t.me/obrazbuduschego2,,73
https://t.me/orgkomitet,https://t.me/orgkomitet,,73
https://t.me/postposttruth,https://t.me/postposttruth,,73
https://t.me/proektkino,https://t.me/proektkino,,73
https://t.me/russica2,https://t.me/russica2,,73
https://t.me/sakhco,https://t.me/sakhco,,73
https://t.me/satirkka,https://t.me/satirkka,,73
https://t.me/sidpolit,https://t.me/sidpolit,,73
https://t.me/solovey2,https://t.me/solovey2,,73
https://t.me/strana_i_narod,https://t.me/strana_i_narod,,73
https://t.me/thegraschenkov,https://t.me/thegraschenkov,,73
https://t.me/volgabrief,https://t.me/volgabrief,,73
https://t.me/LukaEbkov/34051,https://t.me/LukaEbkov/34051,,73
https://t.me/notes_veterans/5110,https://t.me/notes_veterans/5110,,73
https://t.me/generalsvr,https://t.me/generalsvr,,73
https://t.me/bobkina8/4543,https://t.me/bobkina8/4543,,73
https://t.me/CassandRaSach,https://t.me/CassandRaSach,,73
https://t.me/Andrafanaslive,https://t.me/Andrafanaslive,,7
https://t.me/BoreyTactic,https://t.me/BoreyTactic,,7
https://t.me/Rus_imperia,https://t.me/Rus_imperia,,7
https://t.me/SvRusNabat,https://t.me/SvRusNabat,,7
https://t.me/brotherpilgrim,https://t.me/brotherpilgrim,,7
https://t.me/greatczariwe,https://t.me/greatczariwe,,7
https://t.me/holmogortalks,https://t.me/holmogortalks,,7
https://t.me/iks2010,https://t.me/iks2010,,7
https://t.me/krestmech,https://t.me/krestmech,,7
https://t.me/lasttrench988,https://t.me/lasttrench988,,7
https://t.me/lemeshko_av,https://t.me/lemeshko_av,,7
https://t.me/majorselivanov,https://t.me/majorselivanov,,7
https://t.me/monarchworld,https://t.me/monarchworld,,7
https://t.me/o_andrey_tkachev,https://t.me/o_andrey_tkachev,,7
https://t.me/orhoresistanse,https://t.me/orhoresistanse,,7
https://t.me/rus_con,https://t.me/rus_con,,7
https://t.me/russia_nacionalist,https://t.me/russia_nacionalist,,7
https://t.me/russia_sof,https://t.me/russia_sof,,7
https://t.me/rustrobador,https://t.me/rustrobador,,7
https://t.me/sorok40russia,https://t.me/sorok40russia,,7
https://t.me/stoglavrus,https://t.me/stoglavrus,,7
https://t.me/traditional_union,https://t.me/traditional_union,,7
https://t.me/tsarkrest,https://t.me/tsarkrest,,7
https://t.me/vladlentatarsky,https://t.me/vladlentatarsky,,7
https://t.me/notes_veterans,https://t.me/notes_veterans,,126
https://t.me/+focfZNw0vucyODcy,https://t.me/+focfZNw0vucyODcy,,4
https://t.me/budujobs,https://t.me/budujobs,,4
https://t.me/evacuatejobs,https://t.me/evacuatejobs,,4
https://t.me/jobtalker,https://t.me/jobtalker,,4
https://t.me/jobtalkertr,https://t.me/jobtalkertr,,4
https://t.me/joinchat/AAAAAE7WwIHpKEXnoMc5tQ,https://t.me/joinchat/AAAAAE7WwIHpKEXnoMc5tQ,,4
https://t.me/joinchat/AAAAAEODiKDRlvNsEDwXRw,https://t.me/joinchat/AAAAAEODiKDRlvNsEDwXRw,,4
https://t.me/joinchat/AAAAAFgITvCoA4h2nuug8A,https://t.me/joinchat/AAAAAFgITvCoA4h2nuug8A,,4
https://t.me/recruit_jobs,https://t.me/recruit_jobs,,4
https://t.me/remote_job_offers,https://t.me/remote_job_offers,,4
https://t.me/ruhelpers,https://t.me/ruhelpers,,4
https://t.me/tractor_job,https://t.me/tractor_job,,4
https://t.me/truebusiness,https://t.me/truebusiness,,4
https://t.me/vakanser,https://t.me/vakanser,,4
https://t.me/soldiers_truth,https://t.me/soldiers_truth,,126
https://t.me/BeregTime,https://t.me/BeregTime,,126
https://t.me/DonbassYasinovatayanaliniiOgnia,https://t.me/DonbassYasinovatayanaliniiOgnia,,126
https://t.me/FascistDreams,https://t.me/FascistDreams,,126
https://t.me/Za_Derjavy,https://t.me/Za_Derjavy,,126
https://t.me/Zholobok_rebbe,https://t.me/Zholobok_rebbe,,126
https://t.me/diplomatia,https://t.me/diplomatia,,126
https://t.me/ghost_of_novorossia,https://t.me/ghost_of_novorossia,,126
https://t.me/griaz_zamerla,https://t.me/griaz_zamerla,,126
https://t.me/npo_dvina,https://t.me/npo_dvina,,126
https://t.me/opyat22,https://t.me/opyat22,,126
https://t.me/vvs_svet,https://t.me/vvs_svet,,126
https://t.me/zola_of_renovation,https://t.me/zola_of_renovation,,126
https://t.me/moshistory/2650,https://t.me/moshistory/2650,,174
https://t.me/moshistory/2654,https://t.me/moshistory/2654,,174
https://t.me/moshistory/2655,https://t.me/moshistory/2655,,174
https://t.me/moshistory/2660,https://t.me/moshistory/2660,,174
https://t.me/moshistory/2663,https://t.me/moshistory/2663,,174
https://t.me/moshistory/2666,https://t.me/moshistory/2666,,174
https://t.me/moshistory/2667,https://t.me/moshistory/2667,,174
https://t.me/moshistory/2668,https://t.me/moshistory/2668,,174
https://t.me/moshistory/2669,https://t.me/moshistory/2669,,174
https://t.me/moshistory/2671,https://t.me/moshistory/2671,,174
https://t.me/moshistory/2672,https://t.me/moshistory/2672,,174
https://t.me/moshistory/2673,https://t.me/moshistory/2673,,174
https://t.me/first_political/11567,https://t.me/first_political/11567,,174
https://t.me/nbondarik/4182,https://t.me/nbondarik/4182,,2
https://t.me/Alekhin_Telega/4286,https://t.me/Alekhin_Telega/4286,,74
https://t.me/RVSsu/5387,https://t.me/RVSsu/5387,,74
https://t.me/delyagin/16472,https://t.me/delyagin/16472,,74
https://t.me/dumayem/8916,https://t.me/dumayem/8916,,74
https://t.me/llh_778/6677,https://t.me/llh_778/6677,,74
https://t.me/olen_nn/4310,https://t.me/olen_nn/4310,,74
https://t.me/prezidentgordonteam/14622,https://t.me/prezidentgordonteam/14622,,74
https://t.me/riakatysha/14873,https://t.me/riakatysha/14873,,74
https://t.me/russica2/44862,https://t.me/russica2/44862,,74
https://t.me/tsarkrest/5727,https://t.me/tsarkrest/5727,,74
https://t.me/RtrDonetsk,https://t.me/RtrDonetsk,,126
https://t.me/SolovievLive,https://t.me/SolovievLive,,126
https://t.me/epoddubny,https://t.me/epoddubny,,126
https://t.me/voenacher,https://t.me/voenacher,,126
https://t.me/vysokygovorit,https://t.me/vysokygovorit,,126
https://t.me/zastavnyii,https://t.me/zastavnyii,,126
https://t.me/moshistory/2706,https://t.me/moshistory/2706,,199
https://t.me/moshistory/2707,https://t.me/moshistory/2707,,199
https://t.me/moshistory/2710,https://t.me/moshistory/2710,,199
https://t.me/moshistory/2712,https://t.me/moshistory/2712,,199
https://t.me/moshistory/2717,https://t.me/moshistory/2717,,199
https://t.me/moshistory/2718,https://t.me/moshistory/2718,,199
https://t.me/moshistory/2719,https://t.me/moshistory/2719,,199
https://t.me/moshistory/2720,https://t.me/moshistory/2720,,199
https://t.me/moshistory/2722,https://t.me/moshistory/2722,,199
https://t.me/moshistory/2723,https://t.me/moshistory/2723,,199
https://t.me/glazieview/1412,https://t.me/glazieview/1412,,194
https://t.me/govoritfursov/1463,https://t.me/govoritfursov/1463,,194
https://t.me/llh_778/6412,https://t.me/llh_778/6412,,194
https://t.me/neuesausrussland/2329,https://t.me/neuesausrussland/2329,,194
https://t.me/octagonmedia/8082,https://t.me/octagonmedia/8082,,194
https://t.me/rus_demiurge/22243,https://t.me/rus_demiurge/22243,,194
https://t.me/tsarkrest/5865,https://t.me/tsarkrest/5865,,194
https://t.me/wisedruidd/2830,https://t.me/wisedruidd/2830,,194
https://t.me/Regan_alright,https://t.me/Regan_alright,,205
https://t.me/anti_rubra,https://t.me/anti_rubra,,205
https://t.me/expensive_hurma,https://t.me/expensive_hurma,,205
https://t.me/follyfly,https://t.me/follyfly,,205
https://t.me/imsindi_z,https://t.me/imsindi_z,,205
https://t.me/smuelvatman,https://t.me/smuelvatman,,205
https://t.me/subbotin_ru,https://t.me/subbotin_ru,,205
https://t.me/verysexydasha,https://t.me/verysexydasha,,205
https://t.me/notes_veterans/4065,https://t.me/notes_veterans/4065,,9
https://t.me/trubyna/291,https://t.me/trubyna/291,,9
https://t.me/trubyna/3015,https://t.me/trubyna/3015,,9
https://t.me/trubyna/5338,https://t.me/trubyna/5338,,9
https://t.me/trubyna/5388,https://t.me/trubyna/5388,,9
https://t.me/trubyna/5389,https://t.me/trubyna/5389,,9
https://t.me/trubyna/5653,https://t.me/trubyna/5653,,9
https://t.me/RusTroyka/109,https://t.me/RusTroyka/109,,125
https://t.me/RusTroyka/673,https://t.me/RusTroyka/673,,125
https://t.me/RusTroyka/738,https://t.me/RusTroyka/738,,125
https://t.me/RusTroyka/739,https://t.me/RusTroyka/739,,125
https://t.me/RusTroyka/804,https://t.me/RusTroyka/804,,125
https://t.me/RusTroyka/904,https://t.me/RusTroyka/904,,125
https://t.me/fsk_today,https://t.me/fsk_today,,198
https://t.me/fsk_today/6377,https://t.me/fsk_today/6377,,198
https://t.me/fsk_today/6499,https://t.me/fsk_today/6499,,198
https://t.me/fsk_today/6546,https://t.me/fsk_today/6546,,198
https://t.me/spletnicca/4651,https://t.me/spletnicca/4651,,198
https://t.me/russ_orientalist/11385,https://t.me/russ_orientalist/11385,,198
https://t.me/angiezen/470,https://t.me/angiezen/470,,3
https://t.me/angiezen/477,https://t.me/angiezen/477,,3
https://t.me/angiezen/483,https://t.me/angiezen/483,,3
https://t.me/angiezen/487,https://t.me/angiezen/487,,3
https://t.me/angiezen/490,https://t.me/angiezen/490,,3
https://t.me/dimsmirnov175/32497,https://t.me/dimsmirnov175/32497,,19
https://t.me/dimsmirnov175/32720,https://t.me/dimsmirnov175/32720,,19
https://t.me/dimsmirnov175/32755,https://t.me/dimsmirnov175/32755,,19
https://t.me/dimsmirnov175/32891,https://t.me/dimsmirnov175/32891,,19
https://t.me/dimsmirnov175/33320,https://t.me/dimsmirnov175/33320,,19
https://t.me/MedvedevVesti/11131,https://t.me/MedvedevVesti/11131,,31
https://t.me/SergeyKolyasnikov/41909,https://t.me/SergeyKolyasnikov/41909,,31
https://t.me/SonOfMonarchy/7623,https://t.me/SonOfMonarchy/7623,,31
https://t.me/mnogonazi/8737,https://t.me/mnogonazi/8737,,31
https://t.me/radiorossii/10379,https://t.me/radiorossii/10379,,31
https://t.me/Russkyship/18,https://t.me/Russkyship/18,,123
https://t.me/Za_Derjavy/18294,https://t.me/Za_Derjavy/18294,,123
https://t.me/notes_veterans/1976,https://t.me/notes_veterans/1976,,123
https://t.me/notes_veterans/2563,https://t.me/notes_veterans/2563,,123
https://t.me/notes_veterans/2585?single,https://t.me/notes_veterans/2585?single,,123
https://t.me/butrimov/638,https://t.me/butrimov/638,,65
https://t.me/rightcourse/56833,https://t.me/rightcourse/56833,,65
https://t.me/tsarkrest/6456,https://t.me/tsarkrest/6456,,65
https://t.me/zhivoff/3870,https://t.me/zhivoff/3870,,65
https://t.me/verysexydasha/5208,https://t.me/verysexydasha/5208,,200
https://t.me/verysexydasha/5364,https://t.me/verysexydasha/5364,,200
https://t.me/verysexydasha/5401,https://t.me/verysexydasha/5401,,200
https://t.me/verysexydasha/5539,https://t.me/verysexydasha/5539,,200
https://t.me/porybly,https://t.me/porybly,,204
https://t.me/dazbastadraw/1580,https://t.me/dazbastadraw/1580,,2
https://t.me/c/1339466625/5326,https://t.me/c/1339466625/5326,,2
https://t.me/rian_ru/152442,https://t.me/rian_ru/152442,,2
https://t.me/zola_of_renovation/2809,https://t.me/zola_of_renovation/2809,,2
https://t.me/remeslaw/1819,https://t.me/remeslaw/1819,,7
https://t.me/ghost_of_novorossia/6247,https://t.me/ghost_of_novorossia/6247,,7
https://t.me/ASupersharij/9671,https://t.me/ASupersharij/9671,,17
https://t.me/Aksenov82/1483,https://t.me/Aksenov82/1483,,17
https://t.me/OrthodoxFascism83,https://t.me/OrthodoxFascism83,,17
https://t.me/Govorit_Topaz/1297,https://t.me/Govorit_Topaz/1297,,34
https://t.me/mnogonazi/7789,https://t.me/mnogonazi/7789,,34
https://t.me/stepnoy_veter/362,https://t.me/stepnoy_veter/362,,34
https://t.me/rybar/33584,https://t.me/rybar/33584,,35
https://t.me/rybar/33637,https://t.me/rybar/33637,,35
https://t.me/rian_ru/176039,https://t.me/rian_ru/176039,,35
https://t.me/petrlundstrem/6405,https://t.me/petrlundstrem/6405,,43
https://t.me/rian_ru/157421,https://t.me/rian_ru/157421,,77
https://t.me/boris_rozhin/64712,https://t.me/boris_rozhin/64712,,77
https://t.me/master_pera/10033,https://t.me/master_pera/10033,,77
https://t.me/Coin_Post,https://t.me/Coin_Post,,94
https://t.me/oreshkins/7721,https://t.me/oreshkins/7721,,132
https://t.me/readovkanews/34629,https://t.me/readovkanews/34629,,162
https://t.me/readovkaru/728,https://t.me/readovkaru/728,,162
https://t.me/readovkaru/751,https://t.me/readovkaru/751,,162
https://t.me/rpg_shootingnew,https://t.me/rpg_shootingnew,,180
https://t.me/strelkovii/2832,https://t.me/strelkovii/2832,,185
https://t.me/strelkovii/2833,https://t.me/strelkovii/2833,,185
https://t.me/strelkovii/2834,https://t.me/strelkovii/2834,,185
https://t.me/roscosmos_gk/6078,https://t.me/roscosmos_gk/6078,,193
https://t.me/vatfor/6794,https://t.me/vatfor/6794,,193
https://t.me/vatfor/7846,https://t.me/vatfor/7846,,193
https://t.me/rybar/40091,https://t.me/rybar/40091,,195
https://t.me/rybar/40122,https://t.me/rybar/40122,,195
https://t.me/rybar/40123,https://t.me/rybar/40123,,195
https://t.me/mihalkov_official,https://t.me/mihalkov_official,,197
https://t.me/MediaKiller2021/2063,https://t.me/MediaKiller2021/2063,,197
https://t.me/tsarkrest/7652,https://t.me/tsarkrest/7652,,197
https://t.me/rian_ru/152310,https://t.me/rian_ru/152310,,2
https://t.me/pauluskp/3519,https://t.me/pauluskp/3519,,2
https://t.me/LukaEbkov/32312,https://t.me/LukaEbkov/32312,,2
https://t.me/rsotmdivision/381,https://t.me/rsotmdivision/381,,2
https://t.me/BeregTime/5832,https://t.me/BeregTime/5832,,2
https://t.me/nosilki,https://t.me/nosilki,,5
https://t.me/nbondarik/1628,https://t.me/nbondarik/1628,,5
https://t.me/bbbreaking/131507,https://t.me/bbbreaking/131507,,6
https://t.me/nbondarik/2410,https://t.me/nbondarik/2410,,6
https://t.me/verysexydasha/1166,https://t.me/verysexydasha/1166,,8
https://t.me/viron_13,https://t.me/viron_13,,8
https://t.me/golosmordora/14698,https://t.me/golosmordora/14698,,10
https://t.me/nbondarik/4035,https://t.me/nbondarik/4035,,10
https://t.me/vladlentatarsky/14828,https://t.me/vladlentatarsky/14828,,12
https://t.me/nagib4tor,https://t.me/nagib4tor,,12
https://t.me/vladlentatarsky/14687,https://t.me/vladlentatarsky/14687,,13
https://t.me/+UsW34E512Acid3sx,https://t.me/+UsW34E512Acid3sx,,13
https://t.me/cheka_notes/447,https://t.me/cheka_notes/447,,14
https://t.me/NashPut83,https://t.me/NashPut83,,14
https://t.me/bbbreaking/137195,https://t.me/bbbreaking/137195,,7
https://t.me/belarusian_silovik/3230,https://t.me/belarusian_silovik/3230,,7
https://t.me/boris_rozhin/53870,https://t.me/boris_rozhin/53870,,16
https://t.me/throatechoofthestruggle,https://t.me/throatechoofthestruggle,,16
https://t.me/putin,https://t.me/putin,,7
https://t.me/belgorpost/7157,https://t.me/belgorpost/7157,,7
https://t.me/zola_of_renovation/2062,https://t.me/zola_of_renovation/2062,,7
https://t.me/voenacher/22013,https://t.me/voenacher/22013,,7
https://t.me/talipovonline/5534?single,https://t.me/talipovonline/5534?single,,7
https://t.me/aleksandr_skif/2258,https://t.me/aleksandr_skif/2258,,7
https://t.me/MaksymZhorin/3252,https://t.me/MaksymZhorin/3252,,7
https://t.me/bbbreaking/135658,https://t.me/bbbreaking/135658,,18
https://t.me/nbondarik/506,https://t.me/nbondarik/506,,18
https://t.me/rustroyka1945/1508,https://t.me/rustroyka1945/1508,,20
https://t.me/mardanaka/8981,https://t.me/mardanaka/8981,,20
https://t.me/panteri_panteri/17888,https://t.me/panteri_panteri/17888,,21
https://t.me/legitimniy/11951,https://t.me/legitimniy/11951,,21
https://t.me/milinfolive/80650,https://t.me/milinfolive/80650,,7
https://t.me/notes_veterans_reserve,https://t.me/notes_veterans_reserve,,7
https://t.me/boris_rozhin/38250,https://t.me/boris_rozhin/38250,,7
https://t.me/strelkovii/2316,https://t.me/strelkovii/2316,,7
https://t.me/readovkanews/28770,https://t.me/readovkanews/28770,,22
https://t.me/chvkmedia/34335,https://t.me/chvkmedia/34335,,22
https://t.me/notes_veterans/1515,https://t.me/notes_veterans/1515,,7
https://t.me/Crimeanprachka/1645,https://t.me/Crimeanprachka/1645,,7
https://t.me/boris_rozhin/28969,https://t.me/boris_rozhin/28969,,7
https://t.me/rt_special/1741,https://t.me/rt_special/1741,,7
https://t.me/milinfolive/78109,https://t.me/milinfolive/78109,,7
https://t.me/martovalieva1/103,https://t.me/martovalieva1/103,,23
https://t.me/RKadyrov_95/1548,https://t.me/RKadyrov_95/1548,,23
https://t.me/bbbreaking/128667,https://t.me/bbbreaking/128667,,7
https://t.me/readovkanews/27302,https://t.me/readovkanews/27302,,7
https://t.me/MaksymZhorin/2599,https://t.me/MaksymZhorin/2599,,7
https://t.me/c/1363762731/13800,https://t.me/c/1363762731/13800,,7
https://t.me/voenacher/10657,https://t.me/voenacher/10657,,7
https://t.me/opyat22/6180,https://t.me/opyat22/6180,,7
https://t.me/z_kharkovnash/93,https://t.me/z_kharkovnash/93,,7
https://t.me/readovkanews/26871,https://t.me/readovkanews/26871,,7
https://t.me/vladlentatarsky/11310?single,https://t.me/vladlentatarsky/11310?single,,7
https://t.me/livekharkov/26918,https://t.me/livekharkov/26918,,24
https://t.me/chesotka01,https://t.me/chesotka01,,24
https://t.me/ghost_of_novorossia/1708,https://t.me/ghost_of_novorossia/1708,,7
https://t.me/PrognozyVK/1998,https://t.me/PrognozyVK/1998,,26
https://t.me/readovkanews/25838,https://t.me/readovkanews/25838,,26
https://t.me/gistapa/26528,https://t.me/gistapa/26528,,7
https://t.me/gistapa/26209,https://t.me/gistapa/26209,,27
https://t.me/MedvedevVesti/7330,https://t.me/MedvedevVesti/7330,,27
https://t.me/MaksymZhorin/2306,https://t.me/MaksymZhorin/2306,,7
https://t.me/gistapa/26121?single,https://t.me/gistapa/26121?single,,28
https://t.me/lasttrench988/38,https://t.me/lasttrench988/38,,28
https://t.me/rian_ru/141184,https://t.me/rian_ru/141184,,7
https://t.me/notes_veterans/1228,https://t.me/notes_veterans/1228,,7
https://t.me/plutovstvo007/2203,https://t.me/plutovstvo007/2203,,7
https://t.me/bbbreaking/111378,https://t.me/bbbreaking/111378,,7
https://t.me/bbbreaking/111401,https://t.me/bbbreaking/111401,,7
https://t.me/notes_veterans/1185,https://t.me/notes_veterans/1185,,7
https://t.me/Za_Derjavy/15714,https://t.me/Za_Derjavy/15714,,7
https://t.me/gistapa/25785,https://t.me/gistapa/25785,,7
https://t.me/rezident_ua/12479,https://t.me/rezident_ua/12479,,30
https://t.me/mnogonazi/8964,https://t.me/mnogonazi/8964,,30
https://t.me/Ateobreaking/56391,https://t.me/Ateobreaking/56391,,33
https://t.me/+GfHfG2YLGRoxZTQy,https://t.me/+GfHfG2YLGRoxZTQy,,33
https://t.me/z_kharkovnash/603,https://t.me/z_kharkovnash/603,,36
https://t.me/warptoday,https://t.me/warptoday,,36
https://t.me/boris_rozhin/29190,https://t.me/boris_rozhin/29190,,37
https://t.me/sashakots/36393,https://t.me/sashakots/36393,,37
https://t.me/rezident_ua/11349,https://t.me/rezident_ua/11349,,38
https://t.me/madam_secretar/16140,https://t.me/madam_secretar/16140,,38
https://t.me/rezident_ua/11242,https://t.me/rezident_ua/11242,,39
https://t.me/lemeshko_av/2453,https://t.me/lemeshko_av/2453,,39
https://t.me/ZE_kartel/4770,https://t.me/ZE_kartel/4770,,40
